BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
4,HOLLIS,01 ONE FAMILY DWELLINGS,1,10461,81,,A1,88-35 193RD STREET,,11423,1,0,1,11000,3962,1930,1,A1,0,2023-11-21
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10619,10,,A1,93-39 215TH PLACE,,11428,1,0,1,3150,1700,1930,1,A1,830000,2023-11-21
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10690,79,,A2,217-11 SPENCER AVENUE,,11427,1,0,1,3600,1521,1950,1,A2,0,2023-11-21
4,HOLLIS,02 TWO FAMILY DWELLINGS,1,10880,43,,B2,211-36 99TH AVENUE,,11429,2,0,2,1560,1300,1915,1,B2,650000,2023-11-21
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,11013,25,,A5,114-34 197TH STREET,,11412,1,0,1,2500,896,1950,1,A5,0,2023-11-21
4,ST. ALBANS,01 ONE FAMILY DWELLINGS,1,11043,51,,A1,115-29 202ND STREET,,11412,1,0,1,4000,1212,1925,1,A1,0,2023-11-21
4,ST. ALBANS,02 TWO FAMILY DWELLINGS,1,11043,152,,B3,115-23 202ND STREET,,11412,2,0,2,4100,1145,1945,1,B3,0,2023-11-21
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,11244,41,,A0,225-13 113TH DRIVE,,11429,1,0,1,4000,840,1945,1,A0,0,2023-11-21
4,HOWARD BEACH,13 CONDOS - ELEVATOR APARTMENTS,2,11431,1208,,R4,"84-39 153RD AVENUE, 2H",2H,11414,1,,1,,,1965,2,R4,365000,2023-11-21
4,HOWARD BEACH,10 COOPS - ELEVATOR APARTMENTS,2,11434,75,,D4,"153-25 88TH STREET, 3D",,11414,,,,,,1961,2,D4,170000,2023-11-21
4,SOUTH OZONE PARK,37 RELIGIOUS FACILITIES,4,11639,36,,M1,111-52 VAN WYCK EXPRESSWAY,,11420,0,1,1,2183,1240,1930,4,M1,275000,2023-11-21
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,12758,174,,A1,118-31 221ST STREET,,11411,1,0,1,4000,1440,1935,1,A1,415725,2023-11-21
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,13062,60,,A1,221-01 EDGEWOOD AVENUE,,11413,1,0,1,8000,1243,1925,1,A1,725000,2023-11-21
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,13068,258,,A2,142-05 223RD STREET,,11413,1,0,1,3258,1052,1930,1,A2,356250,2023-11-21
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,13136,118,,A2,138-27 222ND ST,,11413,1,0,1,4000,1170,1950,1,A2,550000,2023-11-21
4,LAURELTON,02 TWO FAMILY DWELLINGS,1,13169,52,,B1,13728 229 ST,,11413,2,0,2,4000,2116,1950,1,B1,61000,2023-11-21
4,ROSEDALE,22 STORE BUILDINGS,4,13207,33,,K1,243-14 MERRICK BLVD,,11422,0,2,2,1308,1300,1933,4,K1,541237,2023-11-21
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13464,18,,A2,146-37 230TH STREET,,11413,1,0,1,4000,988,1950,1,A2,0,2023-11-21
4,ROSEDALE,01 ONE FAMILY DWELLINGS,1,13469,56,,A2,145-58 222ND STREET,,11413,1,0,1,3800,1125,1950,1,A2,0,2023-11-21
4,ROSEDALE,02 TWO FAMILY DWELLINGS,1,13593,23,,B3,251-06 FRANCIS LEWIS BLVD,,11422,2,0,2,5500,1283,1950,1,B3,0,2023-11-21
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,1,15774,70,,A2,24-81 COLLIER AVENUE,,11691,1,0,1,4800,960,1930,1,A2,0,2023-11-21
4,HAMMELS,01 ONE FAMILY DWELLINGS,1,16168,64,,A5,169 BEACH 95 STREET,,11693,1,0,1,2100,2700,2004,1,A5,513016,2023-11-21
4,HAMMELS,13 CONDOS - ELEVATOR APARTMENTS,2,16169,1031,,R4,"151 BEACH 96TH STREET, 9C",9C,11693,1,,1,,,2009,2,R4,840000,2023-11-21
4,ROCKAWAY PARK,02 TWO FAMILY DWELLINGS,1,16171,73,,B2,9818 SHORE FRONT PARKWAY,,11694,2,0,2,2227,2700,2000,1,B2,603125,2023-11-21
4,BELLE HARBOR,04 TAX CLASS 1 CONDOS,1A,16234,1010,,R3,"134 BEACH 125 STREET, 2B",2B,11694,1,,1,,,,1,R3,350000,2023-11-21
4,BELLE HARBOR,02 TWO FAMILY DWELLINGS,1,16272,55,,B3,200 BEACH 139 STREET,,11694,2,0,2,3543,2096,1925,1,B3,1141500,2023-11-21
4,BREEZY POINT,01 ONE FAMILY DWELLINGS,1D,16350,300,,A8,"216-36 ROCKAWAY POINT BLVD., 2818",,11697,,,,,,1938,1,A8,0,2023-11-21
4,BREEZY POINT,01 ONE FAMILY DWELLINGS,1D,16350,400,,A8,"175 BEDFORD AVENUE, 378",,11697,,,,,,1938,1,A8,875000,2023-11-21
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,61,1024,,R4,"48-15 11TH STREET, 5C",5C,11101,1,,1,,,2007,2,R4,900000,2023-11-22
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,85,1122,,R4,"45-30 PEARSON STREET, PH3A",PH3A,11101,1,,1,,,2021,2,R4,1893945,2023-11-22
4,ASTORIA,03 THREE FAMILY DWELLINGS,1,740,5,,C0,49-11 31ST AVENUE,,11377,3,0,3,2000,3100,1975,1,C0,0,2023-11-22
4,EAST ELMHURST,01 ONE FAMILY DWELLINGS,1,1092,38,,A9,9815 24TH AVE,,11369,1,0,1,2600,1056,1965,1,A9,590000,2023-11-22
4,JACKSON HEIGHTS,02 TWO FAMILY DWELLINGS,1,1168,69,,B1,32-17 72ND STREET,,11370,2,0,2,2000,1417,1950,1,B1,995000,2023-11-22
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS,2,1267,6,,D4,"34-06 81ST STREET, 32",,11372,,,,,,1922,2,D4,0,2023-11-22
4,ELMHURST,02 TWO FAMILY DWELLINGS,1,1601,63,,B3,94-31 44TH AVENUE,,11373,2,0,2,2900,1360,1910,1,B3,900000,2023-11-22
4,CORONA,13 CONDOS - ELEVATOR APARTMENTS,2,1955,1013,,R4,"54-09 108TH STREET, 3D",3D,11368,1,,1,,,,2,R4,0,2023-11-22
4,CORONA,13 CONDOS - ELEVATOR APARTMENTS,2,1955,1017,,R4,"54-09 108TH STREET, 4C",4C,11368,1,,1,,,,2,R4,0,2023-11-22
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2,2101,16,,D4,"98-26 64TH AVE, 7H",,11374,,,,,,1949,2,D4,0,2023-11-22
4,ELMHURST,02 TWO FAMILY DWELLINGS,1,2485,57,,B1,73-07 52ND AVENUE,,11378,2,0,2,2683,2195,1975,1,B1,0,2023-11-22
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS,2,2864,21,,D4,"86-10 GRAND AVENUE, 5G",,11373,,,,,,1959,2,D4,310000,2023-11-22
4,REGO PARK,01 ONE FAMILY DWELLINGS,1,3097,3,,A1,94-04 64TH ROAD,,11374,1,0,1,1300,912,1925,1,A1,0,2023-11-22
4,REGO PARK,01 ONE FAMILY DWELLINGS,1,3130,43,,A2,65-30 BOELSEN CRESCENT,,11374,1,0,1,4416,2238,1952,1,A2,1340000,2023-11-22
4,FOREST HILLS,01 ONE FAMILY DWELLINGS,1,3197,41,,A5,93-03 69TH AVENUE,,11375,1,0,1,1800,1152,1935,1,A5,0,2023-11-22
4,MIDDLE VILLAGE,02 TWO FAMILY DWELLINGS,1,3788,17,,B3,68-52 76TH STREET,,11379,2,0,2,2000,2176,1920,1,B3,875000,2023-11-22
4,COLLEGE POINT,02 TWO FAMILY DWELLINGS,1,3969,39,,B2,9-18 125TH STREET,,11356,2,0,2,2000,1760,1950,1,B2,935000,2023-11-22
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,4340,10,,D4,"2909 137TH STREET, 6K",,11354,,,,,,1961,2,D4,400000,2023-11-22
4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4471,41,,A1,3-19 147TH PLACE,,11357,1,0,1,4460,2600,1955,1,A1,1650000,2023-11-22
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,4910,13,,A5,29-16 166TH STREET,,11358,1,0,1,3000,1600,1930,1,A5,0,2023-11-22
4,FLUSHING-NORTH,22 STORE BUILDINGS,4,4974,9,,K2,3705 PRINCE STREET,,11354,0,4,4,1575,4193,1999,4,K2,0,2023-11-22
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,4978,1408,,R4,"138-35 39TH AVENUE, RS5F",RS5F,11354,1,,1,,,2014,2,R4,802500,2023-11-22
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,5102,1112,,R4,"132-39 POPLE AVENUE, 5B",5B,11355,1,,1,,,,2,R4,450000,2023-11-22
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,5135,1357,,R4,"136-18 MAPLE AVE, 15A",15A,11354,1,,1,,,2020,2,R4,814600,2023-11-22
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS,2,5135,1402,,R4,"136-18 MAPLE AVE, PH-1E",PH-1E,11354,1,,1,,,2020,2,R4,997885,2023-11-22
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5221,10,,A1,47-06 PARSONS BOULEVARD,,11355,1,0,1,5064,1837,1925,1,A1,1380000,2023-11-22
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5229,8,,A1,140-28 POPLAR AVENUE,,11355,1,0,1,2400,1344,1920,1,A1,900000,2023-11-22
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5359,35,,B2,40-21 194TH STREET,,11358,2,0,2,5000,2900,1995,1,B2,0,2023-11-22
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5573,14,,A0,49-53 169TH STREET,,11365,1,0,1,4704,945,1949,1,A0,920000,2023-11-22
4,WHITESTONE,09 COOPS - WALKUP APARTMENTS,2,5730,1,,C6,"164-22 WILLETS POINT BOULEVARD, 4-20",,11357,,,,,,1952,2,C6,327000,2023-11-22
4,BAYSIDE,04 TAX CLASS 1 CONDOS,1A,5843,1593,,R3,"13-15 MICHAEL COURT, 1593",1593,11360,1,,1,,,1985,1,R3,1050000,2023-11-22
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,1,6388,10,,A1,138-20 61ST ROAD,,11367,1,0,1,4430,1230,1991,1,A1,0,2023-11-22
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,1,6596,38,,B1,137-68 70TH AVENUE,,11367,2,0,2,2561,1700,1950,1,B1,0,2023-11-22
4,BAYSIDE,09 COOPS - WALKUP APARTMENTS,2,7348,1,,C6,"215-37 48TH AVENUE, 2D",,11361,,,,,,1950,2,C6,303652,2023-11-22
4,HOLLIS HILLS,01 ONE FAMILY DWELLINGS,1,7803,50,,A1,82-30 212TH STREET,,11427,1,0,1,4000,1320,1955,1,A1,0,2023-11-22
4,LITTLE NECK,02 TWO FAMILY DWELLINGS,1,8118,6,,B1,248-16 43RD AVENUE,,11363,2,0,2,3195,2064,2005,1,B1,1515000,2023-11-22
4,LITTLE NECK,10 COOPS - ELEVATOR APARTMENTS,2,8256,108,,D4,"54-40 LITTLE NECK PARKWAY, 4N",,11362,,,,,,1962,2,D4,208000,2023-11-22
4,DOUGLASTON,04 TAX CLASS 1 CONDOS,1A,8286,4123,,R3,"66-19 242ND STREET, 17C",17C,11362,1,,1,,,,1,R3,0,2023-11-22
4,DOUGLASTON,01 ONE FAMILY DWELLINGS,1,8289,86,,A5,240-33 67TH AVENUE,,11362,1,0,1,2000,2280,1975,1,A5,830000,2023-11-22
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9281,69,,B3,86-31 127TH STREET,,11418,2,0,2,2000,1216,1920,1,B3,0,2023-11-22
4,RICHMOND HILL,02 TWO FAMILY DWELLINGS,1,9305,33,,B3,87-66 116TH STREET,,11418,2,0,2,5850,2828,1920,1,B3,1200000,2023-11-22
4,RICHMOND HILL,03 THREE FAMILY DWELLINGS,1,9454,38,,C0,95-21 118TH STREET,,11419,3,0,3,1840,2640,1960,1,C0,960000,2023-11-22
4,RICHMOND HILL,01 ONE FAMILY DWELLINGS,1,9607,26,,A1,107-38 128 STREET,,11419,1,0,1,2000,1374,1920,1,A1,630000,2023-11-22
4,JAMAICA,10 COOPS - ELEVATOR APARTMENTS,2,9829,48,,D4,"87-70 173RD STREET, 2F",,11432,,,,,,1962,2,D4,125000,2023-11-22
4,HOLLIS,02 TWO FAMILY DWELLINGS,1,9907,64,,B2,90-39 185TH STREET,,11423,2,0,2,2500,2160,1925,1,B2,0,2023-11-22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,10120,24,,B2,106-14 153 STREET,,11433,2,0,2,1153,1512,1920,1,B2,0,2023-11-22
4,CAMBRIA HEIGHTS,01 ONE FAMILY DWELLINGS,1,11325,16,,A5,116-35 224TH STREET,,11411,1,0,1,2000,1600,1935,1,A5,464412,2023-11-22
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS,1,11614,71,,B2,10939 134 STREET,,11420,2,0,2,4000,1896,1920,1,B2,14607,2023-11-22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11639,41,,S1,135-07 LINDEN BLVD,,11420,1,1,2,4000,2195,1920,1,S1,0,2023-11-22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11736,19,,A0,133-41 115TH STREET,,11420,1,0,1,3000,1888,1930,1,A0,995000,2023-11-22
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS,1,11756,32,,A1,121-64 133RD STREET,,11420,1,0,1,3000,1344,1920,1,A1,750000,2023-11-22
4,SOUTH JAMAICA,02 TWO FAMILY DWELLINGS,1,11940,162,,B3,145-24 109 AVE,,11435,2,0,2,4000,1200,1930,1,B3,0,2023-11-22
4,SOUTH JAMAICA,03 THREE FAMILY DWELLINGS,1,11944,23,,C0,108-29 LIVERPOOL ST,,11435,3,0,3,4000,2470,1925,1,C0,0,2023-11-22
4,SOUTH JAMAICA,01 ONE FAMILY DWELLINGS,1,11960,25,,A0,111-27 144 STREET,,11435,1,0,1,3900,1182,1945,1,A0,0,2023-11-22
4,SO. JAMAICA-BAISLEY PARK,02 TWO FAMILY DWELLINGS,1,12217,37,,B3,152-09 123RD AVENUE,,11434,2,0,2,4000,1884,1935,1,B3,169744,2023-11-22
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,12869,2,,A2,128-39 FRANCIS LEWIS BOULEVARD,,11413,1,0,1,6590,971,1950,1,A2,0,2023-11-22
4,JAMAICA BAY,01 ONE FAMILY DWELLINGS,1,13913,256,,A1,155-31 BAYVIEW AVENUE,,11422,1,0,1,2500,1088,1925,1,A1,256000,2023-11-22
4,ARVERNE,02 TWO FAMILY DWELLINGS,1,15902,1,,B2,156 BEACH 60TH STREET,,11692,2,0,2,2775,2386,1960,1,B2,1184181,2023-11-22
4,ARVERNE,01 ONE FAMILY DWELLINGS,1,16078,52,,A2,326 BEACH 74 STREET,,11692,1,0,1,2300,920,1920,1,A2,605000,2023-11-22
4,ROCKAWAY PARK,01 ONE FAMILY DWELLINGS,1,16171,27,,A2,182 BEACH 99TH STREET,,11694,1,0,1,2500,1134,1920,1,A2,650000,2023-11-22
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,11269,58,,A5,11469 225ST,,11411,1,0,1,1800,1080,1945,1,A5,0,2023-11-23
4,MIDDLE VILLAGE,01 ONE FAMILY DWELLINGS,1,3008,18,,A1,81-33 COWLES COURT,,11379,1,0,1,3700,1864,1930,1,A1,498988,2023-11-24
4,BEECHHURST,01 ONE FAMILY DWELLINGS,1,4554,66,,A1,159-06 POWELLS COVE BOULEVARD,,11357,1,0,1,18800,3340,1930,1,A1,0,2023-11-24
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5240,5,,A1,33-83 155TH STREET,,11354,1,0,1,5075,2100,1925,1,A1,0,2023-11-24
4,WOODHAVEN,03 THREE FAMILY DWELLINGS,1,8847,206,,C0,85-63 80TH STREET,,11421,3,0,3,2042,2028,1930,1,C0,0,2023-11-24
4,QUEENS VILLAGE,01 ONE FAMILY DWELLINGS,1,10616,50,,A1,93-51 214TH PLACE,,11428,1,0,1,3390,1608,1920,1,A1,0,2023-11-24
4,LAURELTON,01 ONE FAMILY DWELLINGS,1,13164,47,,A1,135-22 FRANCIS LEWIS BLVD,,11413,1,0,1,3142,1344,1920,1,A1,452000,2023-11-24
4,RIDGEWOOD,01 ONE FAMILY DWELLINGS,1,3569,44,,A1,58-65 78TH AVENUE,,11385,1,0,1,2520,2055,1950,1,A1,0,2023-11-26
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,29,1301,,R4,"47-05 5 STREET, 101",101,11101,1,,1,,,2015,2,R4,1832850,2023-11-27
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS,2,128,7,,D4,"39-40 52ND STREET, 4D",,11377,,,,,,1951,2,D4,325000,2023-11-27
4,JACKSON HEIGHTS,03 THREE FAMILY DWELLINGS,1,942,39,,C0,20-01 HAZEN STREET,,11370,3,0,3,5445,2860,1998,1,C0,1837500,2023-11-27
4,WOODSIDE,01 ONE FAMILY DWELLINGS,1,1132,32,,A5,54-07 32ND AVENUE,,11377,1,0,1,1720,1650,1945,1,A5,890000,2023-11-27
4,WOODSIDE,09 COOPS - WALKUP APARTMENTS,2,1223,38,,C6,"38-05 65TH STREET, 2C",,11377,,,,,,1929,2,C6,0,2023-11-27
4,EAST ELMHURST,03 THREE FAMILY DWELLINGS,1,1697,5,,C0,102-10 32 AVENUE,,11369,3,0,3,2500,1960,1910,1,C0,970000,2023-11-27
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2,2086,50,,D4,"97-37 63RD ROAD, 12A",,11374,,,,,,1955,2,D4,216000,2023-11-27
4,WOODSIDE,03 THREE FAMILY DWELLINGS,1,2329,125,,C0,48-04 59TH PLACE,,11377,3,0,3,2225,2822,1935,1,C0,0,2023-11-27
4,REGO PARK,01 ONE FAMILY DWELLINGS,1,3150,49,,A5,66-49 ALDERTON STREET,,11374,1,0,1,2625,2002,1955,1,A5,1260000,2023-11-27
4,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS,2A,3390,32,,C3,1930 BLEECKER STREET,,11385,4,0,4,2500,2600,1915,2,C3,0,2023-11-27
4,RIDGEWOOD,02 TWO FAMILY DWELLINGS,1,3549,91,,S2,16-33 WEIRFIELD STREET,,11385,2,1,3,2500,2650,1910,1,S2,861483,2023-11-27
4,COLLEGE POINT,04 TAX CLASS 1 CONDOS,1A,4259,1206,,R3,"122-06 25TH AVENUE, 3B",3B,11356,1,,1,,,2009,1,R3,0,2023-11-27
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,5016,7,,D4,"147-41 38TH AVENUE, D36",,11354,,,,,,1950,2,D4,420000,2023-11-27
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,5023,24,,D4,"143-40 ROOSEVELT AVENUE, 2P",,11354,,,,,,1962,2,D4,335000,2023-11-27
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,5185,43,,D4,"42-40 BOWNE STREET, 4H",,11355,,,,,,1956,2,D4,195000,2023-11-27
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5382,27,,B2,149-63 ASH AVENUE,,11355,2,0,2,3435,2802,1920,1,B2,0,2023-11-27
4,FLUSHING-NORTH,03 THREE FAMILY DWELLINGS,1,5422,12,,C0,43-61 164TH STREET,,11358,3,0,3,2100,3265,1955,1,C0,0,2023-11-27
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5537,135,,A2,45-47 195TH STREET,,11358,1,0,1,4000,891,1955,1,A2,920000,2023-11-27
4,BAYSIDE,10 COOPS - ELEVATOR APARTMENTS,2,5938,5,,D4,"18-05 215TH STREET, 10B",,11360,,,,,,1969,2,D4,365000,2023-11-27
4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6146,14,,A1,36-18 202ND STREET,,11361,1,0,1,3000,1878,1920,1,A1,860000,2023-11-27
4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6161,20,,A2,35-30 CORPORAL KENNEDY,,11361,1,0,1,4000,1856,1935,1,A2,975000,2023-11-27
4,BAYSIDE,10 COOPS - ELEVATOR APARTMENTS,2,6216,1,,D4,"209-10 41ST AVENUE, 6M",,11361,,,,,,1963,2,D4,370000,2023-11-27
4,FLUSHING-SOUTH,02 TWO FAMILY DWELLINGS,1,6831,108,,B3,160-16 79TH AVENUE,,11366,2,0,2,4000,1560,1935,1,B3,0,2023-11-27
4,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS,1,7616,21,,A3,64-30 BELL BLVD,,11364,1,0,1,5500,3422,1950,1,A3,2392888,2023-11-27
4,WOODHAVEN,02 TWO FAMILY DWELLINGS,1,8979,20,,B2,91-34 86TH STREET,,11421,2,0,2,1958,1832,1910,1,B2,760000,2023-11-27
4,RICHMOND HILL,10 COOPS - ELEVATOR APARTMENTS,2,9186,49,,D4,"86-03 102ND STREET, 5G",,11418,,,,,,1927,2,D4,0,2023-11-27
4,QUEENS VILLAGE,02 TWO FAMILY DWELLINGS,1,10767,13,,B2,218-14 100TH AVENUE,,11429,2,0,2,2830,2116,2007,1,B2,0,2023-11-27
4,SOUTH OZONE PARK,14 RENTALS - 4-10 UNIT,2A,11692,4,,S4,127-07 ROCKAWAY BOULEVARD,,11420,4,1,5,1465,2480,1931,2,S4,1075000,2023-11-27
4,SOUTH OZONE PARK,02 TWO FAMILY DWELLINGS,1,11867,12,,B2,149-47 124 STREET,,11420,2,0,2,4500,2160,1960,1,B2,0,2023-11-27
4,FAR ROCKAWAY,01 ONE FAMILY DWELLINGS,1,15515,62,,A3,11-93 BEACH 9TH STREET,,11691,1,0,1,9375,5285,1920,1,A3,1400000,2023-11-27
4,ROCKAWAY PARK,01 ONE FAMILY DWELLINGS,1,16212,144,,A9,212D BEACH 117TH STREET,,11694,1,0,1,623,824,1905,1,A9,337500,2023-11-27
4,NEPONSIT,01 ONE FAMILY DWELLINGS,1,16312,17,,A1,219 BEACH 147TH STREET,,11694,1,0,1,6000,2307,1930,1,A1,0,2023-11-27
4,BREEZY POINT,01 ONE FAMILY DWELLINGS,1D,16350,400,,A8,"16 ATLANTIC WALK, 52",,11697,,,,,,1938,1,A8,0,2023-11-27
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,82,1173,,R4,"27-28 THOMSON AVENUE, 525",525,11101,1,,1,,,1920,2,R4,1300000,2023-11-28
4,LONG ISLAND CITY,13 CONDOS - ELEVATOR APARTMENTS,2,85,1095,,R4,"45-30 PEARSON STREET, 17F",17F,11101,1,,1,,,2021,2,R4,1537558,2023-11-28
4,SUNNYSIDE,10 COOPS - ELEVATOR APARTMENTS,2,141,15,,D4,"43-15 46TH STREET, C3",,11104,,,,,,1932,2,D4,405000,2023-11-28
4,ASTORIA,01 ONE FAMILY DWELLINGS,1,633,49,,A1,25-30 36TH STREET,,11103,1,0,1,2521,1218,1920,1,A1,1040000,2023-11-28
4,ASTORIA,14 RENTALS - 4-10 UNIT,2A,856,36,,S9,26-20 DITMARS BLVD,,11105,4,2,6,2000,3420,1931,2,S9,1800000,2023-11-28
4,AIRPORT LA GUARDIA,12 CONDOS - WALKUP APARTMENTS,2,949,1013,,R2,"19-47 80TH STREET, 1",1,11370,1,,1,,,,2,R2,575311,2023-11-28
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2,2162,122,,D4,"6120 GRAND CENTRAL PARKWAY, B1410",,11375,,,,,,1965,2,D4,185000,2023-11-28
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2,2212,1,,D4,"6911 YELLOWSTONE BLVD, A47",,11375,,,,,,1939,2,D4,0,2023-11-28
4,MASPETH,10 COOPS - ELEVATOR APARTMENTS,2,2376,101,,D4,"52-60 65TH PLACE, 2B",,11378,,,,,,1956,2,D4,0,2023-11-28
4,MASPETH,03 THREE FAMILY DWELLINGS,1,2742,28,,C0,59-74 61ST STREET,,11378,3,0,3,2678,2160,1940,1,C0,1080000,2023-11-28
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS,2,3082,82,,D4,"63-109 SAUNDERS STREET, D16",,11374,,,,,,1942,2,D4,280000,2023-11-28
4,REGO PARK,08 RENTALS - ELEVATOR APARTMENTS,2,3087,33,,D1,96-09 66TH AVENUE,,11374,66,0,66,20000,78384,1939,2,D1,10800000,2023-11-28
4,REGO PARK,05 TAX CLASS 1 VACANT LAND,1B,3087,46,,V0,N/A BOOTH STREET,,11374,0,0,0,2000,0,,1,V0,0,2023-11-28
4,FOREST HILLS,01 ONE FAMILY DWELLINGS,1,3294,88,,A5,111-03 75TH ROAD,,11375,1,0,1,1202,1288,1925,1,A5,1135000,2023-11-28
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS,2,3334,58,,D4,"75-40 AUSTIN STREET, 3GL",,11375,,,,,,1940,2,D4,357000,2023-11-28
4,KEW GARDENS,01 ONE FAMILY DWELLINGS,1,3350,4,,A1,81-09 AUSTIN STREET,,11415,1,0,1,7500,2350,1930,1,A1,1455000,2023-11-28
4,COLLEGE POINT,01 ONE FAMILY DWELLINGS,1,4231,40,,A2,23-14 128TH STREET,,11356,1,0,1,5927,1080,1945,1,A2,900000,2023-11-28
4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4709,78,,A0,151-32 21ST AVENUE,,11357,1,0,1,6488,1385,1955,1,A0,1160000,2023-11-28
4,WHITESTONE,01 ONE FAMILY DWELLINGS,1,4721,7,,A1,15-35 CLINTONVILLE STREET,,11357,1,0,1,5875,1440,1920,1,A1,0,2023-11-28
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,5024,1,,D4,"38-25 PARSONS BLVD, 6P",,11354,,,,,,1962,2,D4,0,2023-11-28
4,FLUSHING-NORTH,10 COOPS - ELEVATOR APARTMENTS,2,5051,20,,D4,"144-39 SANFORD AVE, 5C",,11355,,,,,,1951,2,D4,347000,2023-11-28
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS,1,5168,33,,B1,141-18 56TH AVE,,11355,2,0,2,2413,2500,1955,1,B1,0,2023-11-28
4,FLUSHING-NORTH,01 ONE FAMILY DWELLINGS,1,5532,28,,A0,46-04 192ND STREET,,11358,1,0,1,3200,1183,1955,1,A0,980000,2023-11-28
4,BAYSIDE,01 ONE FAMILY DWELLINGS,1,6037,27,,A0,32-44 205TH STREET,,11361,1,0,1,3800,1213,1945,1,A0,1100000,2023-11-28
4,FLUSHING-SOUTH,05 TAX CLASS 1 VACANT LAND,1B,6398,65,,V0,N/A 63RD AVENUE,,11367,0,0,0,960,0,,1,V0,0,2023-11-28
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS,1,6799,3,,A1,160-15 72ND AVENUE,,11365,1,0,1,2850,1224,1940,1,A1,820000,2023-11-28
