BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
5,TRAVIS,01 ONE FAMILY DWELLINGS,1,2628,12,,A1,N/A BURKE AVENUE,,10314,1,0,1,2500,1500,2021,1,A1,0,2023-02-13
5,TRAVIS,01 ONE FAMILY DWELLINGS,1,2628,13,,A1,164 BURKE AVENUE,,10314,1,0,1,2500,1500,2021,1,A1,0,2023-02-13
5,TRAVIS,01 ONE FAMILY DWELLINGS,1,2628,14,,A1,N/A BURKE AVENUE,,10314,1,0,1,2500,1500,2021,1,A1,0,2023-02-13
5,TRAVIS,01 ONE FAMILY DWELLINGS,1,2628,16,,A1,166 BURKE AVENUE,,10314,1,0,1,2500,1500,2021,1,A1,0,2023-02-13
5,ROSEBANK,01 ONE FAMILY DWELLINGS,1,2844,45,,A5,112 LYNHURST AVENUE,,10305,1,0,1,2400,1176,1965,1,A5,123625,2023-02-13
5,DONGAN HILLS,02 TWO FAMILY DWELLINGS,1,3189,12,,B2,59 TACOMA STREET,,10304,2,0,2,4000,3437,2022,1,B2,977520,2023-02-13
5,MIDLAND BEACH,22 STORE BUILDINGS,4,3697,6,,K5,2236 HYLAN BOULEVARD,,10306,0,1,1,13600,1800,1950,4,K5,1775000,2023-02-13
5,OAKWOOD-BEACH,02 TWO FAMILY DWELLINGS,1,4007,92,,B9,650 TYSENS LANE,,10306,2,0,2,4200,1680,1960,1,B9,625000,2023-02-13
5,OAKWOOD-BEACH,02 TWO FAMILY DWELLINGS,1,4007,94,,B9,654 TYSENS LANE,,10306,2,0,2,4200,1680,1960,1,B9,625000,2023-02-13
5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS,1,4056,10,,B9,213 MILTON AVENUE,,10306,2,0,2,2560,1540,1989,1,B9,0,2023-02-13
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,4500,323,,B9,47 WILLOW WOOD LANE,,10308,2,0,2,2475,2408,1982,1,B9,650000,2023-02-13
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5316,85,,A5,79 GROTON STREET,,10312,1,0,1,3400,1912,2021,1,A5,896060,2023-02-13
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5458,39,,B2,290 BROOKFIELD AVENUE,,10308,2,0,2,3900,1640,1975,1,B2,865000,2023-02-13
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5513,11,,B2,185 ELTINGVILLE BLVD,,10312,2,0,2,4750,2250,1970,1,B2,0,2023-02-13
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5772,25,,A5,48 HALPIN AVENUE,,10312,1,0,1,1400,1690,1991,1,A5,480000,2023-02-13
5,ROSSVILLE,02 TWO FAMILY DWELLINGS,1,6105,41,,B2,45 WEST CASTOR PLACE,,10312,2,0,2,10057,2600,1987,1,B2,0,2023-02-13
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6211,34,,A5,100 SEGUINE PLACE,,10312,1,0,1,1550,1521,1986,1,A5,15000,2023-02-13
5,ANNADALE,05 TAX CLASS 1 VACANT LAND,1B,6459,16,,V0,N/A POILLON AVENUE,,10312,0,0,0,5000,0,2023,1,V0,485000,2023-02-13
5,ROSSVILLE,04 TAX CLASS 1 CONDOS,1A,7048,1041,,R3,102 HAMPTON PLACE,,10309,1,,1,,,1983,1,R3,0,2023-02-13
5,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,1,7702,293,,A5,22 PENTON STREET,,10309,1,0,1,2511,1455,2001,1,A5,0,2023-02-13
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS,1,7863,217,,A5,56 WILDWOOD LANE,,10307,1,0,1,656,997,1995,1,A5,460000,2023-02-13
5,TOTTENVILLE,08 RENTALS - ELEVATOR APARTMENTS,2,8047,43,,D7,203 MAIN STREET,,10307,8,4,12,16336,9024,2006,2,D7,0,2023-02-13
5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS,1,47,41,,B9,279 YORK AVENUE,,10301,2,0,2,1100,1191,2006,1,B9,0,2023-02-14
5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS,1,66,32,,B2,67 CASSIDY PLACE,,10301,2,0,2,2500,2250,1910,1,B2,470000,2023-02-14
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,696,289,,A3,128 LINCOLN STREET,,10314,1,0,1,5700,3048,1975,1,A3,999999,2023-02-14
5,EMERSON HILL,01 ONE FAMILY DWELLINGS,1,833,34,,A1,829 RICHMOND ROAD,,10304,1,0,1,5720,1584,1930,1,A1,657790,2023-02-14
5,TODT HILL,01 ONE FAMILY DWELLINGS,1,881,6,,A3,569 TODT HILL ROAD,,10304,1,0,1,13080,3154,1997,1,A3,0,2023-02-14
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1133,1,,A2,69 DIXON AVENUE,,10302,1,0,1,5150,1200,1955,1,A2,0,2023-02-14
5,WESTERLEIGH,02 TWO FAMILY DWELLINGS,1,1435,147,,B3,669 COLLEGE AVENUE,,10302,2,0,2,6240,2148,1930,1,B3,805000,2023-02-14
5,BULLS HEAD,31 COMMERCIAL VACANT LAND,4,1477,31,,V1,1781 FOREST AVENUE,,10303,0,0,0,6200,0,,4,V1,0,2023-02-14
5,WESTERLEIGH,02 TWO FAMILY DWELLINGS,1,1506,52,,B2,220 WOODBINE AVENUE,,10314,2,0,2,4720,2318,1975,1,B2,825000,2023-02-14
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS,1A,2450,1545,,R3,"45 DEVON LOOP, N/A",,10314,1,,1,,,1979,1,R3,0,2023-02-14
5,ROSEBANK,01 ONE FAMILY DWELLINGS,1,2845,48,,S1,17 ST MARYS AVENUE,,10305,1,1,2,2650,2600,1930,1,S1,990000,2023-02-14
5,ROSEBANK,21 OFFICE BUILDINGS,4,2845,49,,O8,19 ST MARYS AVENUE,,10305,1,2,3,2650,3260,1931,4,O8,990000,2023-02-14
5,CONCORD,02 TWO FAMILY DWELLINGS,1,2894,45,,B2,618 ELBE AVENUE,,10304,2,0,2,10800,4050,2002,1,B2,0,2023-02-14
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3167,2,,A2,27 ROOSEVELT STREET,,10304,1,0,1,3600,850,1950,1,A2,580000,2023-02-14
5,MIDLAND BEACH,02 TWO FAMILY DWELLINGS,1,3711,30,,B2,180 SLATER BOULEVARD,,10305,2,0,2,4200,2400,1970,1,B2,0,2023-02-14
5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS,1,4302,50,,B9,19 DOROTHEA PLACE,,10306,2,0,2,9590,2725,1925,1,B9,738000,2023-02-14
5,GREAT KILLS,13 CONDOS - ELEVATOR APARTMENTS,2,4500,1064,,R4,"3461 AMBOY ROAD, 4E",4E,10306,1,,1,,,1979,2,R4,0,2023-02-14
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,4573,37,,B2,34 NAHANT STREET,,10308,2,0,2,6000,2520,1970,1,B2,875000,2023-02-14
5,GREAT KILLS-BAY TERRACE,09 COOPS - WALKUP APARTMENTS,2,5090,35,,C6,"10 BAY TERRACE, 1H",,10306,,,,,,1977,2,C6,265000,2023-02-14
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5653,135,,A5,31 BERRY AVENUE,,10312,1,0,1,3201,1920,1978,1,A5,0,2023-02-14
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,6364,12,,A3,39 TYNDALE STREET,,10312,1,0,1,9000,3960,1990,1,A3,0,2023-02-14
5,HUGUENOT,02 TWO FAMILY DWELLINGS,1,6842,6,,B2,764 SHELDON AVENUE,,10312,2,0,2,9890,2500,1975,1,B2,930000,2023-02-14
5,NEW BRIGHTON,07 RENTALS - WALKUP APARTMENTS,2A,25,3,,C3,415 WESTERVELT AVENUE,,10301,4,0,4,2060,2880,1900,2,C3,0,2023-02-15
5,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS,1,211,64,,B2,48 ROE STREET,,10310,2,0,2,4800,1628,1935,1,B2,460000,2023-02-15
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,690,99,,A2,8 ATHENA PLACE,,10314,1,0,1,4200,2048,1965,1,A2,0,2023-02-15
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,1,1218,90,,A5,12 UNION COURT,,10303,1,0,1,798,968,1992,1,A5,0,2023-02-15
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS,1,1230,74,,B9,19 GRIDLEY AVENUE,,10303,2,0,2,5628,2491,1950,1,B9,0,2023-02-15
5,MARINERS HARBOR,31 COMMERCIAL VACANT LAND,4,1257,6,,V1,N/A SOUTH AVENUE,,10303,0,0,0,7100,0,,4,V1,950000,2023-02-15
5,MARINERS HARBOR,02 TWO FAMILY DWELLINGS,1,1257,9,,S2,237 SOUTH AVENUE,,10303,2,1,3,7150,1750,1955,1,S2,950000,2023-02-15
5,NEW SPRINGVILLE,01 ONE FAMILY DWELLINGS,1,2000,140,,A5,30 MONARCH COURT,,10314,1,0,1,12484,1865,2014,1,A5,810000,2023-02-15
5,WILLOWBROOK,22 STORE BUILDINGS,4,2099,27,,K1,624 WILLOWBROOK ROAD,,10314,0,1,1,10100,2177,1978,4,K1,1725000,2023-02-15
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3121,87,,A2,15 WATERFORD COURT,,10305,1,0,1,3800,1144,1970,1,A2,690000,2023-02-15
5,GRASMERE,04 TAX CLASS 1 CONDOS,1A,3173,1305,,R3,"50 STONEGATE DRIVE, N/A",,10304,1,,1,,,1986,1,R3,665000,2023-02-15
5,GRANT CITY,13 CONDOS - ELEVATOR APARTMENTS,2,3585,1319,,R4,"145 LINCOLN AVENUE, 4U",4U,10306,1,,1,,,1988,2,R4,300000,2023-02-15
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5608,67,,B2,83 STROUD AVENUE,,10312,2,0,2,4200,1912,1965,1,B2,935000,2023-02-15
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5683,18,,A5,95 KENMORE STREET,,10312,1,0,1,2500,1326,1974,1,A5,530000,2023-02-15
5,ROSSVILLE,05 TAX CLASS 1 VACANT LAND,1B,6145,3,,V0,N/A WOODROW ROAD,,10309,0,0,0,15400,0,,1,V0,0,2023-02-15
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6209,26,,B9,211 MOSELY AVENUE,,10312,2,0,2,2444,1592,2007,1,B9,690000,2023-02-15
5,PRINCES BAY,02 TWO FAMILY DWELLINGS,1,6979,35,,B9,51 SANTA MONICA LANE,,10309,2,0,2,2968,1492,2004,1,B9,0,2023-02-15
5,WOODROW,02 TWO FAMILY DWELLINGS,1,7011,93,,B2,971 RAMONA AVENUE,,10309,2,0,2,5000,2400,1984,1,B2,0,2023-02-15
5,ROSSVILLE-CHARLESTON,01 ONE FAMILY DWELLINGS,1,7596,290,,A5,68 TILLER COURT,,10309,1,0,1,1860,2365,2007,1,A5,0,2023-02-15
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS,1,7909,1,,B2,207 SWINNERTON STREET,,10307,2,0,2,5460,2736,2001,1,B2,1305000,2023-02-15
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,101,432,,A1,14 CONYINGHAM AVENUE,,10301,1,0,1,6000,2192,1935,1,A1,760000,2023-02-16
5,NEW BRIGHTON,02 TWO FAMILY DWELLINGS,1,108,7,,B2,24 STANLEY AVENUE,,10301,2,0,2,3150,1520,1920,1,B2,320375,2023-02-16
5,NEW BRIGHTON,07 RENTALS - WALKUP APARTMENTS,2A,109,32,,C3,12 CASTLETON AVENUE,,10301,4,0,4,6730,4440,1931,2,C3,0,2023-02-16
5,WEST NEW BRIGHTON,02 TWO FAMILY DWELLINGS,1,237,22,,B1,150 MARION STREET,,10310,2,0,2,2850,1827,1985,1,B1,0,2023-02-16
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,377,223,,A1,156 CROWELL AVENUE,,10314,1,0,1,4500,1560,1935,1,A1,0,2023-02-16
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,378,98,,A2,929 JEWETT AVENUE,,10314,1,0,1,3636,2191,1965,1,A2,647000,2023-02-16
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,475,49,,A1,215 COLLFIELD AVENUE,,10314,1,0,1,4000,1771,1955,1,A1,0,2023-02-16
5,TOMPKINSVILLE,01 ONE FAMILY DWELLINGS,1,498,68,,A1,214 BAY STREET,,10301,1,0,1,2500,1492,1901,1,A1,539000,2023-02-16
5,STAPLETON,29 COMMERCIAL GARAGES,4,565,27,,G7,N/A VAN DUZER STREET,,10304,0,0,0,4494,0,,4,G7,0,2023-02-16
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,712,43,,A5,87 GOWER STREET,,10314,1,0,1,2300,1800,1994,1,A5,739000,2023-02-16
5,PORT RICHMOND,31 COMMERCIAL VACANT LAND,4,1006,25,,V1,N/A CHURCH STREET,,10301,0,0,0,1534,0,,4,V1,55068,2023-02-16
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS,1,1043,39,,B2,93 DECKER AVENUE,,10302,2,0,2,7164,1480,1920,1,B2,0,2023-02-16
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS,1,1524,12,,A2,269 CAMBRIDGE AVE,,10314,1,0,1,4000,1716,1965,1,A2,0,2023-02-16
5,BULLS HEAD,01 ONE FAMILY DWELLINGS,1,1692,88,,A5,60 HEANEY AVENUE,,10303,1,0,1,2400,1158,1989,1,A5,0,2023-02-16
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1700,,R4,"2 ELMWOOD PARK DRIVE, 415",415,10314,1,,1,,,1983,2,R4,0,2023-02-16
5,NEW SPRINGVILLE,13 CONDOS - ELEVATOR APARTMENTS,2,2450,1777,,R4,"2 ELMWOOD PARK DRIVE, 717",717,10314,1,,1,,,1983,2,R4,222500,2023-02-16
5,GRANT CITY,01 ONE FAMILY DWELLINGS,1,3573,54,,A1,204 ADAMS AVENUE,,10306,1,0,1,5200,1216,1940,1,A1,701000,2023-02-16
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,3648,26,,S1,296 CLAWSON STREET,,10306,1,1,2,6000,2472,1945,1,S1,0,2023-02-16
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3711,11,,S1,482 MASON AVENUE,,10305,1,1,2,4500,2642,1965,1,S1,600000,2023-02-16
5,MIDLAND BEACH,02 TWO FAMILY DWELLINGS,1,3712,29,,B9,516 NAUGHTON AVENUE,,10305,2,0,2,3000,1600,1975,1,B9,0,2023-02-16
5,MIDLAND BEACH,05 TAX CLASS 1 VACANT LAND,1B,3712,129,,V0,N/A NAUGHTON AVENUE,,10305,0,0,0,375,0,,1,V0,0,2023-02-16
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4033,50,,A2,103 CUBA AVENUE,,10306,1,0,1,4040,960,1960,1,A2,670000,2023-02-16
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4250,51,,A2,157 RENO AVENUE,,10306,1,0,1,4600,1170,1960,1,A2,725000,2023-02-16
5,NEW DORP-HEIGHTS,02 TWO FAMILY DWELLINGS,1,4309,1,,B3,9 BISHOP STREET,,10306,2,0,2,5000,2620,1925,1,B3,0,2023-02-16
5,RICHMONDTOWN,01 ONE FAMILY DWELLINGS,1,4410,13,,A3,N/A ANDREWS AVENUE,,10306,1,0,1,6500,3122,2022,1,A3,1532568,2023-02-16
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,4574,56,,A1,124 CORBIN AVENUE,,10308,1,0,1,4000,1880,1965,1,A1,0,2023-02-16
5,OAKWOOD,01 ONE FAMILY DWELLINGS,1,4715,10,,A1,145 MALONE AVENUE,,10306,1,0,1,4000,2200,1972,1,A1,0,2023-02-16
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5157,139,,B2,3943 HYLAN BOULEVARD,,10308,2,0,2,7018,4217,2020,1,B2,1216551,2023-02-16
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5231,42,,A5,454 ROBINSON AVENUE,,10312,1,0,1,2375,1442,2022,1,A5,824783,2023-02-16
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5231,43,,A5,452 ROBINSON AVENUE,,10312,1,0,1,2375,1442,2022,1,A5,814499,2023-02-16
5,ANNADALE,01 ONE FAMILY DWELLINGS,1,5401,42,,A2,265 HAROLD AVENUE,,10312,1,0,1,8190,2100,1980,1,A2,385000,2023-02-16
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5409,113,,A5,539 TENNYSON DRIVE,,10312,1,0,1,2675,1410,1975,1,A5,0,2023-02-16
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5511,41,,B2,3721 RICHMOND AVENUE,,10312,2,0,2,6800,1556,1915,1,B2,0,2023-02-16
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5711,20,,B1,114 STAFFORD AVE,,10312,2,0,2,4000,2392,1965,1,B1,0,2023-02-16
5,ARDEN HEIGHTS,01 ONE FAMILY DWELLINGS,1,5741,139,,A5,406 ILYSSA WAY,,10312,1,0,1,560,1553,1996,1,A5,310000,2023-02-16
5,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,1,6789,72,,A1,230 WOODVALE AVENUE,,10309,1,0,1,6300,1760,1950,1,A1,673000,2023-02-16
5,HUGUENOT,02 TWO FAMILY DWELLINGS,1,6822,62,,B2,415 ELLSWORTH AVENUE,,10312,2,0,2,4135,3240,2000,1,B2,10,2023-02-16
5,HUGUENOT,01 ONE FAMILY DWELLINGS,1,6845,112,,A2,62 DESERRE AVENUE,,10312,1,0,1,5400,2242,1970,1,A2,0,2023-02-16
5,ROSSVILLE,01 ONE FAMILY DWELLINGS,1,7085,49,,A5,130 LUCILLE AVENUE,,10309,1,0,1,1550,1520,1989,1,A5,535000,2023-02-16
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS,1,7910,83,,B2,223 CARTERET STREET,,10307,2,0,2,4000,2097,2009,1,B2,0,2023-02-16
5,TOTTENVILLE,01 ONE FAMILY DWELLINGS,1,8041,83,,A2,224 BREHAUT AVENUE,,10307,1,0,1,8250,1338,1950,1,A2,0,2023-02-16
5,NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,64,145,,A1,138 FRANKLIN AVENUE,,10301,1,0,1,5520,1436,1920,1,A1,0,2023-02-17
5,LIVINGSTON,01 ONE FAMILY DWELLINGS,1,149,258,,A1,209 PELTON AVENUE,,10310,1,0,1,3255,1625,1930,1,A1,535000,2023-02-17
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,200,4,,A1,105 BODINE STREET,,10310,1,0,1,6000,1690,1901,1,A1,445000,2023-02-17
5,CONCORD,02 TWO FAMILY DWELLINGS,1,624,34,,B2,N/A RIDGEFIELD AVENUE,,10304,2,0,2,4914,1980,2022,1,B2,915000,2023-02-17
5,CONCORD,02 TWO FAMILY DWELLINGS,1,648,1,,B2,53 HAMILTON STREET,,10304,2,0,2,13700,1500,2002,1,B2,0,2023-02-17
5,WILLOWBROOK,01 ONE FAMILY DWELLINGS,1,737,14,,A2,154 KELL AVENUE,,10314,1,0,1,4000,1170,1955,1,A2,615000,2023-02-17
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,760,70,,A0,209 GANSEVOORT BOULEVARD,,10314,1,0,1,4830,1000,1955,1,A0,600000,2023-02-17
5,DONGAN HILLS-COLONY,01 ONE FAMILY DWELLINGS,1,843,220,,A3,62 RIDGE AVENUE,,10304,1,0,1,7733,3580,1986,1,A3,0,2023-02-17
5,PORT RICHMOND,02 TWO FAMILY DWELLINGS,1,1037,23,,B3,88 ALBION PLACE,,10302,2,0,2,3075,1388,1915,1,B3,460000,2023-02-17
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,1,1183,46,,A2,381 SIMONSON AVENUE,,10303,1,0,1,6450,1100,1945,1,A2,255000,2023-02-17
5,MARINERS HARBOR,01 ONE FAMILY DWELLINGS,1,1253,44,,A5,29 GRANDVIEW AVENUE,,10303,1,0,1,1280,1270,1992,1,A5,449999,2023-02-17
5,BULLS HEAD,01 ONE FAMILY DWELLINGS,1,1598,37,,A5,224 KIRSHON AVENUE,,10314,1,0,1,4926,1500,1993,1,A5,605000,2023-02-17
5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS,1,2115,67,,B9,24 PLYMOUTH ROAD,,10314,2,0,2,3528,2059,1977,1,B9,0,2023-02-17
5,BULLS HEAD,02 TWO FAMILY DWELLINGS,1,2233,84,,B2,14 BERGLUND AVENUE,,10314,2,0,2,4200,2380,1970,1,B2,875000,2023-02-17
5,NEW SPRINGVILLE,02 TWO FAMILY DWELLINGS,1,2392,186,,B2,73 FURNESS PLACE,,10314,2,0,2,4000,2400,1974,1,B2,953500,2023-02-17
5,NEW SPRINGVILLE,04 TAX CLASS 1 CONDOS,1A,2450,1348,,R3,"556 GOLF VIEW COURT, N/A",,10314,1,,1,,,1981,1,R3,0,2023-02-17
5,ARROCHAR-SHORE ACRES,10 COOPS - ELEVATOR APARTMENTS,2,2833,31,,D4,"20 CLIFF STREET, 4N",,10305,,,,,,1964,2,D4,0,2023-02-17
5,ROSEBANK,01 ONE FAMILY DWELLINGS,1,2846,82,,A1,26 CHESTNUT AVENUE,,10305,1,0,1,1900,1300,1899,1,A1,0,2023-02-17
5,ROSEBANK,04 TAX CLASS 1 CONDOS,1A,3024,1059,,R3,"248 GRASMERE DRIVE, N/A",,10305,1,,1,,,1977,1,R3,0,2023-02-17
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS,1,3124,189,,A5,60 LINDA AVENUE,,10305,1,0,1,1235,1300,1987,1,A5,0,2023-02-17
5,GRASMERE,01 ONE FAMILY DWELLINGS,1,3168,52,,A1,880 RICHMOND ROAD,,10304,1,0,1,4248,1760,1910,1,A1,0,2023-02-17
5,DONGAN HILLS,02 TWO FAMILY DWELLINGS,1,3300,67,,B2,103 ALTER AVENUE,,10304,2,0,2,5000,4635,2017,1,B2,0,2023-02-17
5,NEW DORP-BEACH,02 TWO FAMILY DWELLINGS,1,4131,29,,B9,62 PELICAN CIRCLE,,10306,2,0,2,1986,2275,1997,1,B9,605623,2023-02-17
5,GREAT KILLS,01 ONE FAMILY DWELLINGS,1,5460,115,,A5,140 WILSON AVENUE,,10308,1,0,1,2470,1410,1975,1,A5,520000,2023-02-17
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5481,41,,B2,419 CORTELYOU AVENUE,,10312,2,0,2,4500,2744,1970,1,B2,860000,2023-02-17
5,GREAT KILLS,02 TWO FAMILY DWELLINGS,1,5511,45,,B2,1 BARTLETT AVENUE,,10312,2,0,2,5445,2405,2004,1,B2,999900,2023-02-17
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5593,42,,B2,330 MOSELY AVENUE,,10312,2,0,2,4620,1512,1970,1,B2,0,2023-02-17
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5606,40,,A1,32 SCRANTON AVENUE,,10312,1,0,1,4000,1648,1965,1,A1,760000,2023-02-17
5,ELTINGVILLE,01 ONE FAMILY DWELLINGS,1,5625,2,,A2,552 WAINWRIGHT AVENUE,,10312,1,0,1,6000,1106,1965,1,A2,700000,2023-02-17
5,ELTINGVILLE,02 TWO FAMILY DWELLINGS,1,5632,59,,B2,135 MEMPHIS AVENUE,,10312,2,0,2,3960,2308,1970,1,B2,0,2023-02-17
5,ROSSVILLE,02 TWO FAMILY DWELLINGS,1,6156,1,,B2,67 BALSAM PLACE,,10309,2,0,2,8400,3500,1987,1,B2,0,2023-02-17
5,ROSSVILLE,01 ONE FAMILY DWELLINGS,1,6158,14,,A5,957 ROSSVILLE AVENUE,,10309,1,0,1,4140,1620,1997,1,A5,0,2023-02-17
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6349,43,,B2,105 BENNETT PLACE,,10312,2,0,2,10000,4896,1984,1,B2,0,2023-02-17
5,PRINCES BAY,01 ONE FAMILY DWELLINGS,1,6943,40,,A2,306 VOGEL AVENUE,,10309,1,0,1,5000,905,1945,1,A2,500000,2023-02-17
5,PLEASANT PLAINS,01 ONE FAMILY DWELLINGS,1,7497,7,,A2,59 PLEASANT PLAINS AVENUE,,10309,1,0,1,6944,1583,1901,1,A2,0,2023-02-17
5,TOTTENVILLE,02 TWO FAMILY DWELLINGS,1,7864,42,,B2,314 LORETTO STREET,,10307,2,0,2,3750,2075,1999,1,B2,1090874,2023-02-17
5,WEST NEW BRIGHTON,01 ONE FAMILY DWELLINGS,1,154,65,,A1,387 PELTON AVE,,10310,1,0,1,2820,1149,1925,1,A1,0,2023-02-18
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS,1,315,85,,A1,43 EGBERT AVENUE,,10310,1,0,1,4350,1568,1925,1,A1,0,2023-02-18
5,TODT HILL,01 ONE FAMILY DWELLINGS,1,882,280,,A1,75 MERRICK AVENUE,,10301,1,0,1,10000,2592,1960,1,A1,0,2023-02-18
5,CONCORD,01 ONE FAMILY DWELLINGS,1,2901,58,,A5,288 STEUBEN STREET,,10304,1,0,1,800,1200,1988,1,A5,0,2023-02-18
5,MIDLAND BEACH,01 ONE FAMILY DWELLINGS,1,3671,25,,A5,307 ADAMS AVENUE,,10306,1,0,1,2625,1200,1970,1,A5,0,2023-02-18
5,NEW DORP,02 TWO FAMILY DWELLINGS,1,4220,53,,B2,38 CODDINGTON AVENUE,,10306,2,0,2,4000,1900,2002,1,B2,10,2023-02-19
5,ANNADALE,02 TWO FAMILY DWELLINGS,1,6242,70,,B2,29 SUMMIT PLACE,,10312,2,0,2,4125,2400,2014,1,B2,10,2023-02-19
5,SUNNYSIDE,01 ONE FAMILY DWELLINGS,1,608,47,,A2,67 SUNNYSIDE TERRACE,,10301,1,0,1,3800,1152,1965,1,A2,0,2023-02-20
5,NEW DORP,01 ONE FAMILY DWELLINGS,1,4058,232,,A2,712 TYSENS LANE,,10306,1,0,1,3906,1873,1960,1,A2,0,2023-02-20
5,LIVINGSTON,09 COOPS - WALKUP APARTMENTS,2,138,119,,C6,"148 BARD AVENUE, 19A",,10310,,,,,,1947,2,C6,190000,2023-02-21
5,SUNNYSIDE,13 CONDOS - ELEVATOR APARTMENTS,2,610,1031,,R4,"830 HOWARD AVENUE, 4E",4E,10301,1,,1,,,1981,2,R4,285000,2023-02-21
5,MANOR HEIGHTS,01 ONE FAMILY DWELLINGS,1,801,201,,A1,480 MOUNTAINVIEW AVENUE,,10314,1,0,1,4100,1876,1970,1,A1,0,2023-02-21
5,MANOR HEIGHTS,04 TAX CLASS 1 CONDOS,1C,812,1002,,R6,"140 LIVINGSTON AVENUE, E",E,10314,1,,1,,,2016,1,R6,780000,2023-02-21
5,PORT RICHMOND,01 ONE FAMILY DWELLINGS,1,1140,48,,A5,34 DIXON AVENUE,,10302,1,0,1,2287,1600,1990,1,A5,610000,2023-02-21
5,BULLS HEAD,04 TAX CLASS 1 CONDOS,1A,1668,1111,,R3,"94A WOLKOFF LANE, N/A",,10303,1,,1,,,1985,1,R3,389500,2023-02-21
5,BULLS HEAD,22 STORE BUILDINGS,4,1704,56,,K1,962 RICHMOND AVENUE,,10314,0,3,3,8876,4694,2005,4,K1,1600000,2023-02-21
