BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE
Queens,ST. ALBANS,02  TWO FAMILY HOMES,1,10420,79,,B3,187-22 KEESEVILLE AVENUE,,11412,2,0,2,3042,1420,1930,1,B3,265000,2003-12-19
Bronx,BATHGATE,02  TWO FAMILY HOMES,1,3044,167,,B1,2008 BATHGATE AVENUE,,10457,2,0,2,2520,2340,1998,1,B1,300000,2003-10-30
Bronx,BAYCHESTER,01  ONE FAMILY HOMES,1,4790,20,,A1,2923 BRUNER AVENUE,,10469,1,0,1,3420,1671,1925,1,A1,224000,2003-08-14
Bronx,COUNTRY CLUB,01  ONE FAMILY HOMES,1,5316,35,,A5,1123 ELLSWORTH AVE,,10465,1,0,1,1710,1890,1960,1,A5,285000,2003-02-10
Bronx,COUNTRY CLUB,01  ONE FAMILY HOMES,1,5316,35,,A5,1123 ELLSWORTH AVE,,10465,1,0,1,1710,1890,1960,1,A5,285000,2003-02-10
Bronx,HIGHBRIDGE/MORRIS HEIGHTS,03  THREE FAMILY HOMES,1,2516,147,,C0,1193 NELSON AVENUE,,10452,3,0,3,3337,3000,1994,1,C0,380000,2003-10-07
Bronx,PARKCHESTER,13  CONDOS - ELEVATOR APARTMENTS,2,3944,4766,,R4,11 METROPOLITAN OVAL,4E,10462,1,0,1,0,0,0,2,R4,63800,2003-01-23
Bronx,SOUNDVIEW,03  THREE FAMILY HOMES,1,3520,46,,C0,565 ST LAWRENCE AVENUE,,10473,3,0,3,1375,1720,1920,1,C0,280000,2003-03-13
Bronx,SOUNDVIEW,31  COMMERCIAL VACANT LAND,1B,3521,49,,V3,BEACH AVENUE,,10473,0,0,0,1388,0,0,4,V9,1000,2003-12-03
Bronx,WILLIAMSBRIDGE,02  TWO FAMILY HOMES,1,4878,8,,B3,1065 EAST 231 STREET,,10466,2,0,2,2188,1628,1925,1,B3,252000,2003-11-21
Staten Island,ANNADALE,05  TAX CLASS 1 VACANT LAND,1,6221,61,,A1,JEANNETTE AVENUE,,10312,1,0,1,4640,3150,2006,1,V0,0,2003-03-20
Staten Island,CASTLETON CORNERS,01  ONE FAMILY HOMES,1,364,88,,A1,11 DELAWARE PLACE,,10314,1,0,1,4505,1359,1975,1,A1,500000,2003-08-20
Staten Island,NEW SPRINGVILLE,04  TAX CLASS 1 CONDOS,1A,2401,1302,,R3,23A GARDENIA LANE,22,10314,1,0,1,0,0,1988,1,R3,0,2003-01-16
Staten Island,SOUTH BEACH,01  ONE FAMILY HOMES,1,3412,26,,A1,40 MC LAUGHLIN STREET,,10305,1,0,1,4000,1550,1925,1,A2,92000,2003-04-04
Staten Island,WEST NEW BRIGHTON,01  ONE FAMILY HOMES,1,139,12,,A1,482 HENDERSON AVENUE,,10310,1,0,1,6540,2950,1899,1,A1,200000,2003-07-31
Staten Island,WEST NEW BRIGHTON,02  TWO FAMILY HOMES,1,197,37,,B2,37 BARKER STREET,,10310,2,0,2,6262,2880,1899,1,B2,338870,2003-08-05
Brooklyn,BEDFORD STUYVESANT,02  TWO FAMILY HOMES,1,1792,11,,B3,774A LAFAYETTE AVENUE,,11221,2,0,2,1575,2127,1901,1,B3,409500,2004-06-01
Brooklyn,BEDFORD STUYVESANT,02  TWO FAMILY HOMES,1,1863,58,,B2,329 HERKIMER STREET,,11216,2,0,2,2000,2100,1901,1,B2,444640,2004-06-09
Brooklyn,BEDFORD STUYVESANT,02  TWO FAMILY HOMES,1,1863,58,,B2,329 HERKIMER STREET,,11216,2,0,2,2000,2100,1901,1,B2,444640,2004-06-09
Brooklyn,BEDFORD STUYVESANT,02  TWO FAMILY HOMES,1,1863,58,,B2,329 HERKIMER STREET,,11216,2,0,2,2000,2100,1901,1,B2,200500,2004-01-09
Brooklyn,BEDFORD STUYVESANT,02  TWO FAMILY HOMES,1,1863,58,,B2,329 HERKIMER STREET,,11216,2,0,2,2000,2100,1901,1,B2,200500,2004-01-09
Brooklyn,BOROUGH PARK,02  TWO FAMILY HOMES,1,5679,16,,B1,824 55 STREET,,11220,2,0,2,2003,2440,1915,1,B1,845000,2004-10-22
Brooklyn,BUSHWICK,07  RENTALS - WALKUP APARTMENTS,2A,3215,4,,C3,715 BUSHWICK AVENUE,,11221,4,0,4,2376,4500,1930,2,C3,0,2004-10-08
Brooklyn,CANARSIE,02  TWO FAMILY HOMES,1,8055,56,,B2,57 STILLWELLS PLACE,,11236,2,0,2,6760,1802,1935,1,B2,495000,2004-12-06
Brooklyn,CANARSIE,04  TAX CLASS 1 CONDOS,1A,8060,1145,,R3,1216 EAST 82ND STREET,101,11236,1,0,1,0,0,0,1,R3,86500,2004-11-29
Brooklyn,CYPRESS HILLS,02  TWO FAMILY HOMES,1,3957,39,,B2,198 SHEPHERD AVENUE,,11208,2,0,2,2500,1350,1901,1,B2,328000,2004-02-19
Brooklyn,FLATLANDS,01  ONE FAMILY HOMES,1,7794,29,,A1,1389 EAST 46TH STREET,,11234,1,0,1,2450,2080,1930,1,A1,400000,2004-07-02
Brooklyn,SUNSET PARK,01  ONE FAMILY HOMES,1,914,29,,A9,662 39 STREET,,11232,1,0,1,2504,1296,1910,1,A9,379040,2004-09-27
Queens,ARVERNE,02  TWO FAMILY HOMES,1,16029,111,,B9,620 BEACH 69 STREET,,11692,2,0,2,2725,1644,1960,1,B9,0,2004-01-27
Queens,ARVERNE,02  TWO FAMILY HOMES,1,16047,4,,B9,69-57 HILLMEYER AVENUE,,11692,2,0,2,2625,1617,1940,1,B9,220000,2004-03-31
Queens,ASTORIA,01  ONE FAMILY HOMES,1,786,26,,A5,2017 43 STREET,,11105,1,0,1,2000,1815,1940,1,A5,442000,2004-05-28
Queens,BEECHHURST,01  ONE FAMILY HOMES,1,4568,73,,A1,1475 157 STREET,,11357,1,0,1,2500,1376,1915,1,A1,0,2004-05-20
Queens,CORONA,07  RENTALS - WALKUP APARTMENTS,2A,2011,1,,C3,110-24 55 AVENUE,,11368,4,0,4,2000,3240,1965,2,C3,0,2004-05-30
Queens,EAST ELMHURST,01  ONE FAMILY HOMES,1,1696,24,,B3,32-36 102 STREET,,11369,2,0,2,4000,3000,1910,1,A1,635000,2004-11-04
Queens,ELMHURST,01  ONE FAMILY HOMES,1,2814,93,,A1,5765 75 STREET,,11379,1,0,1,19436,3024,1975,1,A1,0,2004-02-13
Queens,ELMHURST,03  THREE FAMILY HOMES,1,1551,24,,C0,4026 BENHAM STREET,,11373,3,0,3,1983,2664,1942,1,C0,0,2004-06-04
Queens,FLORAL PARK,02  TWO FAMILY HOMES,1,8825,53,,B3,87-32 258TH,,11001,2,0,2,5000,1424,1940,1,B3,545000,2004-11-15
Queens,HOLLISWOOD,05  TAX CLASS 1 VACANT LAND,1,10505,85,,A2,85-14 PALO ALTO STREET,,11423,1,0,1,7125,5076,1955,1,V0,0,2004-11-09
Queens,HOLLISWOOD,05  TAX CLASS 1 VACANT LAND,1,10505,85,,A2,85-14 PALO ALTO STREET,,11423,1,0,1,7125,5076,1955,1,V0,0,2004-06-02
Queens,HOWARD BEACH,01  ONE FAMILY HOMES,1,13956,37,,A2,91-07 157 AVENUE,,11414,1,0,1,9000,1248,1950,1,A2,0,2004-12-22
Queens,LAURELTON,01  ONE FAMILY HOMES,1,12914,28,,A2,13025 235 STREET,,11422,1,0,1,4000,1121,1945,1,A2,0,2004-02-23
Queens,LAURELTON,02  TWO FAMILY HOMES,1,13179,15,,B3,138-41 230 PLACE,,11413,2,0,2,3142,1392,1930,1,B3,370000,2004-09-01
Queens,LAURELTON,02  TWO FAMILY HOMES,1,13179,15,,B3,138-41 230 PLACE,,11413,2,0,2,3142,1392,1930,1,B3,370000,2004-09-01
Queens,MASPETH,01  ONE FAMILY HOMES,1,2396,24,,A1,66-19 CLINTON AVENUE,,11378,1,0,1,2500,2200,1950,1,A1,250000,2004-12-23
Queens,REGO PARK,01  ONE FAMILY HOMES,1,3090,53,,A1,61-35 AUSTIN STREET,,11374,1,0,1,3440,1344,1925,1,A1,436000,2004-11-02
Queens,ROSEDALE,02  TWO FAMILY HOMES,1,13642,57,,B2,245-41 148 DRIVE,,11422,2,0,2,3100,2024,1965,1,B2,440000,2004-02-14
Queens,SO. JAMAICA-BAISLEY PARK,01  ONE FAMILY HOMES,1,12013,3,,A5,117-75 141 STREET,,11436,1,0,1,3000,1800,1997,1,A5,367000,2004-08-06
Queens,SO. JAMAICA-BAISLEY PARK,01  ONE FAMILY HOMES,1,12026,85,,B3,119-57 INWOOD STREET,,11436,2,0,2,3539,1652,1930,1,A1,210000,2004-10-22
Queens,SO. JAMAICA-BAISLEY PARK,01  ONE FAMILY HOMES,1,12026,85,,B3,119-57 INWOOD STREET,,11436,2,0,2,3539,1652,1930,1,A1,210000,2004-10-22
Queens,SOUTH JAMAICA,01  ONE FAMILY HOMES,1,10135,51,,A1,156-17 108TH AVENUE,,11433,1,0,1,2170,1720,1950,1,A1,298000,2004-11-08
Queens,SOUTH JAMAICA,01  ONE FAMILY HOMES,1,10257,70,,A1,173-09 109 AVENUE,,11433,1,0,1,4000,1976,1920,1,A1,0,2004-08-26
Queens,SOUTH OZONE PARK,01  ONE FAMILY HOMES,1,11620,30,,B2,11148 116 STREET,,11420,2,0,2,3887,2316,1935,1,A1,401000,2004-01-27
Queens,SOUTH OZONE PARK,01  ONE FAMILY HOMES,1,11682,45,,A1,11619 125 STREET,,11420,1,0,1,2000,1136,1920,1,A1,240000,2004-05-12
Queens,SOUTH OZONE PARK,01  ONE FAMILY HOMES,1,11687,21,,A1,116-30 LINCOLN STREET,,11420,1,0,1,2470,1316,1930,1,A1,499000,2004-11-09
Queens,ST. ALBANS,01  ONE FAMILY HOMES,2A,10438,27,,S9,111-20 FARMERS BOULEVARD,,11412,2,2,4,1732,2268,1931,1,S1,300000,2004-07-28
Queens,WHITESTONE,02  TWO FAMILY HOMES,1,4506,27,,B1,150-27 3RD AVENUE,,11357,2,0,2,4200,3180,2002,1,B1,770000,2004-07-13
Queens,WOODSIDE,02  TWO FAMILY HOMES,1,1207,13,,B3,5303 39 AVENUE,,11377,2,0,2,2500,1370,1925,1,B3,0,2004-03-13
Bronx,BAYCHESTER,02  TWO FAMILY HOMES,1,4982,15,,B1,4042 BAYCHESTER AVENUE,,10466,2,0,2,1875,2746,1965,1,B1,425000,2004-10-13
Bronx,BAYCHESTER,02  TWO FAMILY HOMES,1,4982,15,,B1,4042 BAYCHESTER AVENUE,,10466,2,0,2,1875,2746,1965,1,B1,425000,2004-10-13
Bronx,HIGHBRIDGE/MORRIS HEIGHTS,02  TWO FAMILY HOMES,1,2879,67,,C0,1864 LORING PLACE SOUTH,,10453,3,0,3,2796,3312,1920,1,B1,317000,2004-07-19
Bronx,HIGHBRIDGE/MORRIS HEIGHTS,03  THREE FAMILY HOMES,1,2879,284,,C0,1809 PHELAN PLACE,,10453,3,0,3,3939,3520,1915,1,C0,470000,2004-10-08
Bronx,HIGHBRIDGE/MORRIS HEIGHTS,03  THREE FAMILY HOMES,1,2879,284,,C0,1809 PHELAN PLACE,,10453,3,0,3,3939,3520,1915,1,C0,470000,2004-10-08
Bronx,KINGSBRIDGE HTS/UNIV HTS,02  TWO FAMILY HOMES,1,3234,93,,B3,2260 HAMPDEN PLACE,,10468,2,0,2,2119,2200,1910,1,B3,301500,2004-06-28
Bronx,KINGSBRIDGE HTS/UNIV HTS,02  TWO FAMILY HOMES,1,3234,93,,B3,2260 HAMPDEN PLACE,,10468,2,0,2,2119,2200,1910,1,B3,210000,2004-03-16
Bronx,MORRISANIA/LONGWOOD,02  TWO FAMILY HOMES,1,2971,4,,B1,1370 PROSPECT AVENUE,,10459,2,0,2,802,1198,1901,1,B1,370000,2004-11-19
Bronx,MORRISANIA/LONGWOOD,02  TWO FAMILY HOMES,1,2971,4,,B1,1370 PROSPECT AVENUE,,10459,2,0,2,802,1198,1901,1,B1,370000,2004-11-19
Bronx,MORRISANIA/LONGWOOD,02  TWO FAMILY HOMES,1,2971,4,,B1,1370 PROSPECT AVENUE,,10459,2,0,2,802,1198,1901,1,B1,225000,2004-06-25
Bronx,MORRISANIA/LONGWOOD,02  TWO FAMILY HOMES,1,2971,4,,B1,1370 PROSPECT AVENUE,,10459,2,0,2,802,1198,1901,1,B1,225000,2004-06-25
Bronx,MORRISANIA/LONGWOOD,02  TWO FAMILY HOMES,1,2971,4,,B1,1370 PROSPECT AVENUE,,10459,2,0,2,802,1198,1901,1,B1,256798,2004-04-16
Bronx,MORRISANIA/LONGWOOD,02  TWO FAMILY HOMES,1,2971,4,,B1,1370 PROSPECT AVENUE,,10459,2,0,2,802,1198,1901,1,B1,256798,2004-04-16
Bronx,MORRISANIA/LONGWOOD,03  THREE FAMILY HOMES,1,2651,33,,C0,1133 FOREST AVENUE,,10456,3,0,3,1748,3055,1910,1,C0,250000,2004-12-30
Bronx,MORRISANIA/LONGWOOD,03  THREE FAMILY HOMES,1,2651,33,,C0,1133 FOREST AVENUE,,10456,3,0,3,1748,3055,1910,1,C0,0,2004-12-30
Bronx,PARKCHESTER,13  CONDOS - ELEVATOR APARTMENTS,2,3944,2759,,R4,2120 EAST TREMONT AVENUE,3H,10462,1,0,1,0,0,0,2,R4,107000,2004-12-23
Bronx,WILLIAMSBRIDGE,01  ONE FAMILY HOMES,1,4686,53,,A5,942 EAST 216 STREET,,10469,1,0,1,1800,1534,1945,1,A5,180000,2004-05-18
Staten Island,MANOR HEIGHTS,01  ONE FAMILY HOMES,1,918,252,,A9,65 MORSE AVENUE,,10314,1,0,1,6000,1524,1960,1,A2,240000,2004-03-18
Staten Island,MARINERS HARBOR,02  TWO FAMILY HOMES,1,1136,40,,B9,391 MORNINGSTAR ROAD,,10303,2,0,2,2400,1900,2004,1,B9,499000,2004-07-12
Staten Island,NEW SPRINGVILLE,02  TWO FAMILY HOMES,1,2392,29,,B2,32 FURNESS PLACE,,10314,2,0,2,4200,3241,1970,1,B2,650000,2004-05-20
Staten Island,PLEASANT PLAINS,01  ONE FAMILY HOMES,1,7702,302,,A5,10 PENTON STREET,,10309,1,0,1,1080,2010,2004,1,A5,349900,2004-06-23
Staten Island,ROSEBANK,01  ONE FAMILY HOMES,1,2862,114,,A2,15 HOPE AVENUE,,10305,1,0,1,3800,1160,1960,1,A2,165000,2004-06-24
Staten Island,WEST NEW BRIGHTON,01  ONE FAMILY HOMES,1,139,12,,A1,482 HENDERSON AVENUE,,10310,1,0,1,6540,2950,1899,1,A1,440000,2004-03-26
Staten Island,WEST NEW BRIGHTON,01  ONE FAMILY HOMES,1,226,117,,A5,68 LYCEUM COURT,,10310,1,0,1,1190,1576,2001,1,A5,280000,2004-11-10
Staten Island,WOODROW,31  COMMERCIAL VACANT LAND,1B,7105,506,,V3,ARTHUR KILL ROAD,,10309,0,0,0,215333,0,0,4,V9,6699901,2004-09-08
Manhattan,FASHION,23  LOFT BUILDINGS,4,837,23,,L1,29 WEST 35 STREET,,10001,0,16,16,6419,71180,1911,4,L1,20000000,2005-09-21
Manhattan,MIDTOWN WEST,13  CONDOS - ELEVATOR APARTMENTS,2,1011,4153,,R4,106 CENTRAL PARK SOUTH,7L,10019,1,0,1,0,0,0,2,R4,625000,2005-12-01
Manhattan,UPPER WEST SIDE (59-79),13  CONDOS - ELEVATOR APARTMENTS,2,1171,2226,,R4,240 RIVERSIDE BOULEVARD,6 L,10069,1,0,1,0,0,0,2,R4,127750,2005-11-30
Manhattan,UPPER WEST SIDE (59-79),13  CONDOS - ELEVATOR APARTMENTS,2,1171,2226,,R4,240 RIVERSIDE BOULEVARD,6 L,10069,1,0,1,0,0,0,2,R4,572250,2005-10-24
Brooklyn,BEDFORD STUYVESANT,03  THREE FAMILY HOMES,1,1680,22,,C0,256 DECATUR STREET,,11233,3,0,3,2000,4412,1899,1,C0,0,2005-01-11
Brooklyn,BEDFORD STUYVESANT,05  TAX CLASS 1 VACANT LAND,1,1708,41,,C0,774 HERKIMER STREET,,11233,3,0,3,2021,4815,2004,1,V0,10,2005-04-22
Brooklyn,BEDFORD STUYVESANT,31  COMMERCIAL VACANT LAND,4,1753,18,,V1,145 SANFORD STREET,,11205,0,0,0,2000,0,0,4,V1,0,2005-04-21
Brooklyn,BERGEN BEACH,01  ONE FAMILY HOMES,1,8431,54,,A1,2134 EAST 72ND STREET,,11234,1,0,1,4000,1872,1950,1,A1,905000,2005-01-27
Brooklyn,BRIGHTON BEACH,15  CONDOS - 2-10 UNIT RESIDENTIAL,2C,8663,1001,,R1,2934 BRIGHTON 4 STREET,A,11235,1,0,1,0,0,0,2,R1,420000,2005-11-30
Brooklyn,BROWNSVILLE,07  RENTALS - WALKUP APARTMENTS,2A,3612,44,,C3,516 BRISTOL STREET,,11212,4,0,4,2500,3000,1930,2,C3,0,2005-05-19
Brooklyn,BUSHWICK,02  TWO FAMILY HOMES,1,3381,55,,B9,1113 JEFFERSON AVENUE,,11221,2,0,2,2000,3600,1905,1,B9,280000,2005-01-07
Brooklyn,CANARSIE,04  TAX CLASS 1 CONDOS,1A,8060,1145,,R3,1216 EAST 82 STREET,101,11236,1,0,1,0,0,0,1,R3,125000,2005-07-25
Brooklyn,CYPRESS HILLS,02  TWO FAMILY HOMES,1,4119,27,,B1,26 KIELY PLACE,,11208,2,0,2,1618,3160,1901,1,B1,450000,2005-02-25
Brooklyn,EAST NEW YORK,02  TWO FAMILY HOMES,1,4077,55,,B1,845 LIVONIA AVENUE,,11207,2,0,2,800,1320,1901,1,B1,415000,2005-05-31
Brooklyn,EAST NEW YORK,02  TWO FAMILY HOMES,1,4077,55,,B1,845 LIVONIA AVENUE,,11207,2,0,2,800,1320,1901,1,B1,280270,2005-01-31
Brooklyn,FLATBUSH-CENTRAL,01  ONE FAMILY HOMES,4,5066,68,,V1,271 LENOX ROAD,,11226,0,0,0,10002,0,0,1,A1,620000,2005-08-30
Brooklyn,FLATBUSH-EAST,03  THREE FAMILY HOMES,1,4919,25,,C0,378 EAST 35 STREET,,11203,3,0,3,2000,2892,1910,1,C0,0,2005-06-10
Brooklyn,FLATBUSH-NORTH,07  RENTALS - WALKUP APARTMENTS,2A,4694,55,,C3,432 EAST 98 STREET,4,11212,4,0,4,2750,3198,1920,2,C3,489700,2005-06-22
Brooklyn,FLATLANDS,01  ONE FAMILY HOMES,1,7794,29,,A1,1389 EAST 46 STREET,,11234,1,0,1,2450,2080,1930,1,A1,535000,2005-12-19
Brooklyn,FLATLANDS,01  ONE FAMILY HOMES,1,7794,29,,A1,1389 E46,,11234,1,0,1,2450,2080,1930,1,A1,0,2005-02-02
Brooklyn,MIDWOOD,02  TWO FAMILY HOMES,1,6758,16,,B2,1524 EAST 12TH STREET,,11230,2,0,2,2500,2480,1920,1,B2,825000,2005-08-17
Brooklyn,MIDWOOD,02  TWO FAMILY HOMES,1,6758,16,,B2,1524 EAST 12TH STREET,,11230,2,0,2,2500,2480,1920,1,B2,825000,2005-08-17
Brooklyn,SUNSET PARK,01  ONE FAMILY HOMES,1,914,29,,A9,662 39 STREET,,11232,1,0,1,2504,1296,1910,1,A9,0,2005-08-24
Queens,ARVERNE,01  ONE FAMILY HOMES,1,15838,12,,A6,336 BEACH 47 STREET,,11691,1,0,1,1902,720,1920,1,A6,0,2005-10-24
Queens,ARVERNE,05  TAX CLASS 1 VACANT LAND,1B,16065,26,,V0,BURCHELL AVENUE,,11692,0,0,0,1400,0,0,1,V0,449000,2005-03-24
Queens,ASTORIA,02  TWO FAMILY HOMES,1,517,35,,B2,12-16 30 DRIVE,,11102,2,0,2,3321,2512,1901,1,B2,670000,2005-02-25
Queens,CORONA,02  TWO FAMILY HOMES,1,1755,77,,B1,34-49 111 STREET,,11368,2,0,2,2000,3132,1970,1,S2,798250,2005-07-12
Queens,CORONA,03  THREE FAMILY HOMES,1,1986,10,,C0,104-28 42 AVENUE,,11368,3,0,3,2500,3336,1910,1,C0,875000,2005-12-21
Queens,EAST ELMHURST,02  TWO FAMILY HOMES,1,1092,72,,B1,23-21 98 STREET,,11369,2,0,2,1948,3204,1925,1,B1,0,2005-10-25
Queens,FAR ROCKAWAY,07  RENTALS - WALKUP APARTMENTS,2A,15665,119,,C3,1345 EGGERT PLACE,,11691,4,0,4,9750,1980,1931,2,C3,630000,2005-12-02
Queens,FLORAL PARK,02  TWO FAMILY HOMES,1,8825,53,,B3,87-32 258 STREET,,11001,2,0,2,5000,1424,1940,1,B3,637000,2005-09-20
Queens,FLUSHING-NORTH,01  ONE FAMILY HOMES,1,4714,14,,A2,151-28 24 ROAD,,11357,1,0,1,4000,2288,1955,1,A2,655000,2005-08-04
Queens,HOLLIS,02  TWO FAMILY HOMES,1,10547,63,,B3,93-22 207TH STREET,,11428,2,0,2,2600,1216,1935,1,B3,0,2005-04-21
Queens,HOLLIS HILLS,01  ONE FAMILY HOMES,1,7805,41,,A1,82-10 214 STREET,,11427,1,0,1,5000,1632,1935,1,A1,775000,2005-09-16
Queens,HOWARD BEACH,02  TWO FAMILY HOMES,1,11421,9,,B3,89-18 SOUTH CONDUIT AVENUE,,11414,2,0,2,2804,1280,1925,1,B3,654050,2005-11-09
Queens,HOWARD BEACH,02  TWO FAMILY HOMES,1,11421,9,,B3,89-18 SOUTH CONDUIT AVENUE,,11414,2,0,2,2804,1280,1925,1,B3,425000,2005-06-08
Queens,JACKSON HEIGHTS,01  ONE FAMILY HOMES,1,1139,27,,B3,31-40 69 STREET,,11377,2,0,2,2140,2209,1940,1,A5,575000,2005-04-15
Queens,JACKSON HEIGHTS,01  ONE FAMILY HOMES,1,1436,49,,A5,33-33 88TH STREET,,11372,1,0,1,2742,1650,1935,1,A5,674650,2005-01-28
Queens,KEW GARDENS,01  ONE FAMILY HOMES,1,3325,36,,A3,116 AUDLEY STREET,,11415,1,0,1,6500,3189,1920,1,A3,0,2005-06-20
Queens,LAURELTON,01  ONE FAMILY HOMES,1,13083,56,,B2,219-36 143 AVENUE,,11413,2,0,2,2125,2552,2008,1,A2,0,2005-12-01
Queens,LAURELTON,01  ONE FAMILY HOMES,1,13083,56,,B2,219-36 143 AVENUE,,11413,2,0,2,2125,2552,2008,1,A2,350000,2005-09-12
Queens,MASPETH,05  TAX CLASS 1 VACANT LAND,1B,2431,109,,V0,47 AVENUE,,11377,0,0,0,1100,0,0,1,V0,0,2005-06-23
Queens,MASPETH,05  TAX CLASS 1 VACANT LAND,1B,2431,109,,V0,47 AVENUE,,11377,0,0,0,1100,0,0,1,V0,0,2005-06-23
Queens,QUEENS VILLAGE,01  ONE FAMILY HOMES,1,11099,27,,A1,104-23 214 STREET,,11429,1,0,1,3500,1402,1940,1,A1,350000,2005-04-29
Queens,REGO PARK,01  ONE FAMILY HOMES,1,3090,53,,A1,61-35 AUSTIN STREET,,11374,1,0,1,3440,1344,1925,1,A1,550000,2005-04-11
Queens,RICHMOND HILL,01  ONE FAMILY HOMES,1,9601,74,,A5,107-31 121 STREET,,11419,1,0,1,2000,1305,1920,1,A5,350500,2005-05-27
Queens,RICHMOND HILL,03  THREE FAMILY HOMES,1,9299,24,,C0,91-12 110TH STREET,,11418,3,0,3,2000,1398,1920,1,C0,420000,2005-01-07
Queens,RIDGEWOOD,02  TWO FAMILY HOMES,1,3590,60,,B2,60-33 75 AVENUE,,11385,2,0,2,1975,2248,1920,1,B2,400000,2005-04-11
Queens,ROSEDALE,01  ONE FAMILY HOMES,1,13539,47,,B3,240-05 147TH AVENUE,,11422,2,0,2,4750,2304,1940,1,A2,435000,2005-12-14
Queens,SO. JAMAICA-BAISLEY PARK,01  ONE FAMILY HOMES,1,12013,3,,A5,117-75 141 STREET,,11436,1,0,1,3000,1800,1997,1,A5,355000,2005-03-24
Queens,SO. JAMAICA-BAISLEY PARK,01  ONE FAMILY HOMES,1,12014,7,,A1,142-14 FOCH BOULEVARD,,11436,1,0,1,2079,855,1920,1,A1,315000,2005-03-15
Queens,SO. JAMAICA-BAISLEY PARK,01  ONE FAMILY HOMES,1,12375,58,,B3,172-01 VICTORIA DRIVE,,11434,2,0,2,3900,3584,1940,1,A2,370000,2005-06-30
Queens,SO. JAMAICA-BAISLEY PARK,02  TWO FAMILY HOMES,1,11969,16,,B2,114-24 140TH STREET,,11436,2,0,2,2400,1800,2001,1,B2,0,2005-11-18
Queens,SO. JAMAICA-BAISLEY PARK,02  TWO FAMILY HOMES,1,11969,16,,B2,114-24 140TH STREET,,11436,2,0,2,2400,1800,2001,1,B2,0,2005-11-04
Queens,SO. JAMAICA-BAISLEY PARK,02  TWO FAMILY HOMES,1,11969,16,,B2,114-24 140TH STREET,,11436,2,0,2,2400,1800,2001,1,B2,457474,2005-10-21
Queens,SOUTH OZONE PARK,01  ONE FAMILY HOMES,1,11620,30,,B2,111-48 116TH STREET,,11420,2,0,2,3887,2316,1935,1,A1,673000,2005-05-25
Queens,SOUTH OZONE PARK,01  ONE FAMILY HOMES,1,11665,24,,A5,11536 122ND STREET,,11420,1,0,1,2080,1620,1955,1,A5,390000,2005-05-12
Queens,SOUTH OZONE PARK,01  ONE FAMILY HOMES,1,11687,21,,A1,116-30 132ND STREET,,11420,1,0,1,2470,1316,1930,1,A1,650000,2005-07-22
Queens,SPRINGFIELD GARDENS,01  ONE FAMILY HOMES,1,12578,61,,A1,137-20 173RD STREET,,11434,1,0,1,3897,1188,1940,1,A1,0,2005-10-14
Queens,SPRINGFIELD GARDENS,01  ONE FAMILY HOMES,1,12733,56,,A5,122-52 197 STREET,,11413,1,0,1,1600,1120,1950,1,A5,35000,2005-02-23
Queens,SPRINGFIELD GARDENS,01  ONE FAMILY HOMES,1,12990,5,,B3,135-09 FARMERS BOULEVARD,,11434,2,0,2,4440,2218,1950,1,A2,598500,2005-11-15
Queens,SPRINGFIELD GARDENS,01  ONE FAMILY HOMES,1,12990,5,,B3,135-09 FARMERS BOULEVARD,,11434,2,0,2,4440,2218,1950,1,A2,295500,2005-07-27
Queens,SPRINGFIELD GARDENS,01  ONE FAMILY HOMES,1,12990,5,,B3,135-09 FARMERS BOULEVARD,,11434,2,0,2,4440,2218,1950,1,A2,0,2005-07-27
Queens,ST. ALBANS,01  ONE FAMILY HOMES,1,12626,19,,A1,117-26 201ST PLACE,,11412,1,0,1,1870,1106,1925,1,A1,367500,2005-12-06
Queens,ST. ALBANS,01  ONE FAMILY HOMES,1,12626,19,,A1,117-26 201ST PLACE,,11412,1,0,1,1870,1106,1925,1,A1,367500,2005-12-06
Queens,ST. ALBANS,01  ONE FAMILY HOMES,1,12626,19,,A1,117-26 201ST PLACE,,11412,1,0,1,1870,1106,1925,1,A1,0,2005-12-06
Queens,ST. ALBANS,01  ONE FAMILY HOMES,1,12626,19,,A1,117-26 201ST PLACE,,11412,1,0,1,1870,1106,1925,1,A1,0,2005-12-06
Queens,WOODHAVEN,02  TWO FAMILY HOMES,1,8953,46,,B3,77-11 ROCKAWAY BOULEVARD,,11421,2,0,2,1140,1800,1920,1,B3,395000,2005-01-14
Bronx,BAYCHESTER,01  ONE FAMILY HOMES,1,4790,20,,A1,2923 BRUNER AVENUE,,10469,1,0,1,3420,1671,1925,1,A1,440000,2005-11-14
Bronx,BAYCHESTER,02  TWO FAMILY HOMES,1,4725,27,,S2,1473 HICKS STREET,,10469,2,1,3,2375,2304,1910,1,S2,400000,2005-06-06
Bronx,BAYCHESTER,05  TAX CLASS 1 VACANT LAND,1B,4916,60,,V0,BAYCHESTER AVENUE,,10466,0,0,0,4315,0,0,1,V0,0,2005-08-09
